"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV198"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	"tangerina"
"ASV199"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV200"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ascidiaceihabitans"	NA
"ASV201"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV202"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	NA
"ASV203"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	NA
"ASV204"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"	NA
"ASV205"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV206"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV207"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Erythrobacter"	NA
"ASV208"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	NA
"ASV209"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV210"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium_PCC-6307"	NA
"ASV211"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV212"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Lentimonas"	NA
"ASV213"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV214"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV215"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Coraliomargarita"	NA
"ASV216"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	NA
"ASV217"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV218"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Defluviicoccales"	NA	NA	NA
"ASV219"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	NA	NA
"ASV220"	"Bacteria"	"SAR324_clade(Marine_group_B)"	NA	NA	NA	NA	NA
"ASV221"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV222"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Colwelliaceae"	"Thalassotalea"	"ganghwensis"
"ASV223"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV224"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	"Candidatus_Nitrosopelagicus"	NA
"ASV225"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	"Candidatus_Nitrosopelagicus"	NA
"ASV226"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV227"	"Bacteria"	"Dadabacteria"	"Dadabacteriia"	"Dadabacteriales"	NA	NA	NA
"ASV228"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV229"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_III"	NA	NA
"ASV230"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV231"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1_clade"	NA	NA
"ASV232"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV233"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine_Group_II"	NA	NA	NA
"ASV234"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV235"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"OCS116_clade"	NA	NA
"ASV236"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV237"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV238"	"Bacteria"	"Bacteroidota"	"Rhodothermia"	"Balneolales"	"Balneolaceae"	"Balneola"	NA
"ASV239"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine_Group_II"	NA	NA	NA
"ASV240"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV241"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV242"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	NA	NA	NA
"ASV243"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine_Group_II"	NA	NA	NA
"ASV244"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV245"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"SAR202_clade"	NA	NA	NA
"ASV246"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV247"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	NA
"ASV248"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV249"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV250"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"MB11C04_marine_group"	NA
"ASV251"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"PeM15"	NA	NA	NA
"ASV252"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV253"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	NA
"ASV254"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV255"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	NA	NA	NA
"ASV256"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV257"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	NA	NA	NA
"ASV258"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SAR86_clade"	NA	NA	NA
"ASV259"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV260"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV261"	"Bacteria"	"Bacteroidota"	"Rhodothermia"	"Balneolales"	"Balneolaceae"	"Balneola"	NA
"ASV262"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae1"	"Alcanivorax"	NA
"ASV263"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV264"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
"ASV265"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV266"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SAR86_clade"	NA	NA	NA
"ASV267"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"	NA
"ASV268"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"PB19"	NA	NA	NA
"ASV269"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"	NA
"ASV270"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Phormidiaceae"	"Trichodesmium_IMS101"	"hildebrandtii/thiebautii"
"ASV271"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
"ASV272"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae1"	"Alcanivorax"	NA
"ASV273"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV274"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b_marine_group"	NA
"ASV275"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV276"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Saccharospirillaceae"	"Reinekea"	NA
"ASV277"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV278"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	NA
"ASV279"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"	NA
"ASV280"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	NA
"ASV281"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	NA
"ASV282"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	NA	NA
"ASV283"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"ASV284"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
"ASV285"	"Bacteria"	"SAR324_clade(Marine_group_B)"	NA	NA	NA	NA	NA
"ASV286"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	NA
"ASV287"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV288"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV289"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV290"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"FS140-16B-02_marine_group"	NA
"ASV291"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV292"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV293"	"Bacteria"	"Bacteroidota"	"Rhodothermia"	"Balneolales"	"Balneolaceae"	"Balneola"	NA
"ASV294"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	NA
"ASV295"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Saccharospirillaceae"	NA	NA
"ASV296"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV297"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV298"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"	NA
"ASV299"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1_clade"	NA	NA
"ASV300"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV301"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV302"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV303"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV304"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A_clade"	NA	NA	NA
"ASV305"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV306"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"	NA
"ASV307"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV308"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"ASV309"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Coraliomargarita"	"akajimensis"
"ASV310"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b_marine_group"	NA
"ASV311"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV312"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV313"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	NA
"ASV314"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine_Group_II"	NA	NA	NA
"ASV315"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA	NA
"ASV316"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV317"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV318"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV319"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV320"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine_Group_II"	NA	NA	NA
"ASV321"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	NA
"ASV322"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Psychromonadaceae"	NA	NA
"ASV323"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV324"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Luminiphilus"	NA
"ASV325"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b_marine_group"	NA
"ASV326"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"ASV327"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV328"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
"ASV329"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV330"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV331"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV332"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV333"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_III"	NA	NA
"ASV334"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Phormidiaceae"	"Trichodesmium_IMS101"	"erythraeum"
"ASV335"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV336"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"ASV337"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	NA
"ASV338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Colwelliaceae"	"Thalassotalea"	"agarivorans/euphylliae/montiporae"
"ASV339"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Aestuariibacter"	NA
"ASV340"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"	NA
"ASV341"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV342"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV343"	NA	NA	NA	NA	NA	NA	NA
"ASV344"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV345"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV346"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV347"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV348"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Terasakiellaceae"	NA	NA
"ASV349"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV350"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV351"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV352"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A_clade"	NA	NA	NA
"ASV353"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV354"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV355"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	NA
"ASV356"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"Kiritimatiellales"	"Kiritimatiellaceae"	"R76-B128"	NA
"ASV357"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SAR86_clade"	NA	NA	NA
"ASV358"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	"Candidatus_Puniceispirillum"	NA
"ASV359"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12_marine_group"	NA	NA
"ASV360"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Shimia"	"isoporae/marina"
"ASV361"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
"ASV362"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	NA
"ASV363"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	NA
"ASV364"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	NA
"ASV365"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV366"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	NA
"ASV367"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	"Candidatus_Puniceispirillum"	NA
"ASV368"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"aestuarianus/fortis"
"ASV369"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Wenyingzhuangia"	NA
"ASV370"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV371"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	NA
"ASV372"	NA	NA	NA	NA	NA	NA	NA
"ASV373"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Idiomarinaceae"	"Idiomarina"	NA
"ASV374"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"ASV375"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	NA
"ASV376"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SAR86_clade"	NA	NA	NA
"ASV377"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	"Candidatus_Puniceispirillum"	NA
"ASV378"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	NA
"ASV379"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	NA
"ASV380"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV381"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV382"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Propionigenium"	NA
"ASV383"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV384"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"OCS116_clade"	NA	NA
"ASV385"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
"ASV386"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV387"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_III"	NA	NA
"ASV388"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV389"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV390"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV391"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SAR86_clade"	NA	NA	NA
"ASV392"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"ASV393"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	NA
"ASV394"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"	NA
"ASV395"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV396"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV397"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"ASV398"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV399"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	NA
"ASV400"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	NA
"ASV401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	NA
"ASV402"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	NA
"ASV403"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"ASV404"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV405"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1_clade"	NA	NA
"ASV406"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"SAR202_clade"	NA	NA	NA
"ASV407"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Psychromonadaceae"	"Agarivorans"	NA
"ASV408"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV409"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	NA
"ASV410"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
