"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV7373"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV7374"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV7375"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7376"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV7377"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7378"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7379"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV7380"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"SD04E11"	NA
"ASV7381"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV7382"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	"Candidatus_Megaira"	NA
"ASV7383"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	NA	NA
"ASV7384"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7385"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Pseudoalteromonadaceae"	"Psychrosphaera"	NA
"ASV7386"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7387"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Catalinimonas"	NA
"ASV7388"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"C1-B045"	NA
"ASV7389"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	NA	NA
"ASV7390"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methyloligellaceae"	NA	NA
"ASV7391"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV7392"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV7393"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV7394"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Thaumasiovibrio"	NA
"ASV7395"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	NA	NA	NA
"ASV7396"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV7397"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	NA	NA
"ASV7398"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"GW2011_GWC1_47_15"	NA	NA
"ASV7399"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	NA	NA	NA
"ASV7400"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	NA
"ASV7401"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV7402"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV7403"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7404"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	NA	NA
"ASV7405"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	NA	NA	NA
"ASV7406"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	NA	NA
"ASV7407"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Lentimonas"	NA
"ASV7408"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Coraliomargarita"	NA
"ASV7409"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV7410"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV7411"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV7412"	"Bacteria"	"Campilobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	NA	NA
"ASV7413"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"ASV7414"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	NA
"ASV7415"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV7416"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Nitrincolaceae"	"Neptuniibacter"	NA
"ASV7417"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA	NA
"ASV7418"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"GW2011"	"AR15"	NA
"ASV7419"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	NA	NA	NA
"ASV7420"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"EPR3968-O8a-Bc78"	NA	NA	NA
"ASV7421"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"ASV7422"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV7423"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	NA	NA
"ASV7424"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	NA	NA	NA
"ASV7425"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Reichenbachiella"	NA
"ASV7426"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV7427"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	NA
"ASV7428"	"Bacteria"	"NB1-j"	NA	NA	NA	NA	NA
"ASV7429"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV7430"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"	NA
"ASV7431"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Owenweeksia"	NA
"ASV7432"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Verruc-01"	NA
"ASV7433"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV7434"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV7435"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Coraliomargarita"	NA
"ASV7436"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7437"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7438"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1_clade"	NA	NA
"ASV7439"	"Bacteria"	"SAR324_clade(Marine_group_B)"	NA	NA	NA	NA	NA
"ASV7440"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter_clade_CHAB-I-5_lineage"	NA
"ASV7441"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"ASV7442"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"ASV7443"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV7444"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7445"	"Bacteria"	"SAR324_clade(Marine_group_B)"	NA	NA	NA	NA	NA
"ASV7446"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV7447"	"Bacteria"	"Marinimicrobia_(SAR406_clade)"	NA	NA	NA	NA	NA
"ASV7448"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV7449"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7450"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7451"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"WCHB1-41"	NA	NA	NA
"ASV7452"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"	NA	NA
"ASV7453"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	NA	NA	NA
"ASV7454"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	NA
"ASV7455"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	NA	NA	NA
"ASV7456"	"Bacteria"	"WPS-2"	NA	NA	NA	NA	NA
"ASV7457"	"Bacteria"	"Planctomycetota"	"028H05-P-BN-P5"	NA	NA	NA	NA
"ASV7458"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Xenococcaceae"	"Chroococcidiopsis_PCC-6712"	NA
"ASV7459"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Haloferula"	NA
"ASV7460"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV7461"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Xenococcaceae"	"Chroococcidiopsis_PCC-6712"	NA
"ASV7462"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7463"	"Bacteria"	"Chloroflexi"	NA	NA	NA	NA	NA
"ASV7464"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7465"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"ASV7466"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7467"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV7468"	"Bacteria"	"Latescibacterota"	NA	NA	NA	NA	NA
"ASV7469"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV7470"	"Bacteria"	"Campilobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurospirillaceae"	"Sulfurospirillum"	NA
"ASV7471"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"ASV7472"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Catenococcus"	NA
"ASV7473"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	NA	NA	NA
"ASV7474"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"ASV7475"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Halobacteriovorax"	NA
"ASV7476"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV7477"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	NA	NA
"ASV7478"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV7479"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	NA	NA
"ASV7480"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"endophytica/phyllosphaerae"
"ASV7481"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV7482"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"	NA	NA
"ASV7483"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Nitriliruptorales"	"Nitriliruptoraceae"	NA	NA
"ASV7484"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7485"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"ASV7486"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12_marine_group"	NA	NA
"ASV7487"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Sutterella"	NA
"ASV7488"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	NA	NA
"ASV7489"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	NA
"ASV7490"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	NA	NA	NA
"ASV7491"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"S085"	NA	NA	NA
"ASV7492"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_RF16_group"	NA	NA
"ASV7493"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Acetoanaerobium"	"noterae/sticklandii"
"ASV7494"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	NA	NA
"ASV7495"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV7496"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV7497"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	NA	NA
"ASV7498"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV7499"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV7500"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	NA
"ASV7501"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"	NA
"ASV7502"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	NA	NA
"ASV7503"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Vicingus"	NA
"ASV7504"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7505"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7506"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7507"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7508"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV7509"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus_Omnitrophus"	NA
"ASV7510"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	NA	NA	NA
"ASV7511"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A_clade"	NA	NA	NA
"ASV7512"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Catenovulum"	"agarivorans"
"ASV7513"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus_Omnitrophus"	NA
"ASV7514"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Portibacter"	NA
"ASV7515"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Nitriliruptorales"	"Nitriliruptoraceae"	NA	NA
"ASV7516"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"ASV7517"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA
"ASV7518"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	NA	NA	NA
"ASV7519"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenella"	NA
"ASV7520"	"Bacteria"	"MBNT15"	NA	NA	NA	NA	NA
"ASV7521"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7522"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"ASV7523"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Anderseniella"	NA
"ASV7524"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV7525"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	NA	NA	NA
"ASV7526"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12_marine_group"	NA	NA
"ASV7527"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenellaceae_RC9_gut_group"	NA
"ASV7528"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV7529"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Candidatus_Hepatincola"	NA	NA
"ASV7530"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"ASV7531"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV7532"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Vicingus"	NA
"ASV7533"	"Bacteria"	"NB1-j"	NA	NA	NA	NA	NA
"ASV7534"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aquimarina"	NA
"ASV7535"	"Bacteria"	"Calditrichota"	"Calditrichia"	"Calditrichales"	"Calditrichaceae"	"JdFR-76"	NA
"ASV7536"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7537"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7538"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV7539"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"ASV7540"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV7541"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"Cm1-21"	NA
"ASV7542"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"	NA
"ASV7543"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV7544"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV7545"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV7546"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV7547"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV7548"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV7549"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7550"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV7551"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV7552"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7553"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV7554"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7555"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"ASV7556"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"ASV7557"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV7558"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV7559"	"Bacteria"	"Myxococcota"	"Polyangia"	"Nannocystales"	"Nannocystaceae"	NA	NA
"ASV7560"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	NA
"ASV7561"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"D90"	NA	NA	NA
"ASV7562"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV7563"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"ASV7564"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	NA	NA
"ASV7565"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV7566"	NA	NA	NA	NA	NA	NA	NA
"ASV7567"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Gayadomonas"	NA
"ASV7568"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC_AAA286-E23"	NA	NA
"ASV7569"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV7570"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	NA	NA
"ASV7571"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	NA	NA
"ASV7572"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV7573"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV7574"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	NA	NA	NA
"ASV7575"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Lentisphaerales"	"Lentisphaeraceae"	"Lentisphaera"	NA
"ASV7576"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV7577"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV7578"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7579"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"ASV7580"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV7581"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA	NA
"ASV7582"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"marisflavi"
"ASV7583"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV7584"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Aureispira"	NA
"ASV7585"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Cerasicoccus"	NA
"ASV7586"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV7587"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV7588"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Coleofasciculaceae"	"Moorea"	"bouillonii/producens"
"ASV7589"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	NA
"ASV7590"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV7591"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV7592"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Defluviicoccales"	NA	NA	NA
"ASV7593"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	NA	NA	NA
"ASV7594"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"ASV7595"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"ASV7596"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV7597"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"ASV7598"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Haloferula"	NA
"ASV7599"	NA	NA	NA	NA	NA	NA	NA
"ASV7600"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV7601"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"JGI_0000069-P22"	NA	NA	NA
"ASV7602"	"Bacteria"	NA	NA	NA	NA	NA	NA
