	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV9463	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9464	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV9465	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV9466	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA	NA
ASV9468	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	NA
ASV9469	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	NA
ASV9470	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV9471	Bacteria	NA	NA	NA	NA	NA	NA
ASV9472	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV9473	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA	NA
ASV9474	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9475	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9476	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9477	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9478	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV9479	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV9480	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV9481	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV9482	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV9484	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9485	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9486	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	NA	NA
ASV9487	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA
ASV9488	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
ASV9489	Bacteria	NA	NA	NA	NA	NA	NA
ASV9490	Bacteria	NA	NA	NA	NA	NA	NA
ASV9491	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9493	Bacteria	NA	NA	NA	NA	NA	NA
ASV9495	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9496	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9497	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9498	Bacteria	NA	NA	NA	NA	NA	NA
ASV9499	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA
ASV9500	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9501	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9507	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV9511	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV9512	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9513	Bacteria	NA	NA	NA	NA	NA	NA
ASV9514	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	gobiensis
ASV9515	Bacteria	WPS-2	NA	NA	NA	NA	NA
ASV9516	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9517	Bacteria	NA	NA	NA	NA	NA	NA
ASV9518	Bacteria	NA	NA	NA	NA	NA	NA
ASV9519	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9520	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9521	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA
ASV9522	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
ASV9523	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Catenovulum	NA
ASV9524	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9525	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9526	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9527	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV9528	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9529	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	NA	NA	NA
ASV9530	Bacteria	NA	NA	NA	NA	NA	NA
ASV9531	Archaea	NA	NA	NA	NA	NA	NA
ASV9532	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
ASV9533	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV9534	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	NA	NA	NA
ASV9535	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
ASV9536	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9537	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV9538	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV9539	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV9540	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9541	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
ASV9542	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13	NA
ASV9543	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV9544	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV9545	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV9546	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
ASV9547	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA
ASV9548	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9549	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV9550	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	NA
ASV9551	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
ASV9552	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
ASV9553	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA
ASV9554	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9555	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agarilytica	NA
ASV9556	Bacteria	NA	NA	NA	NA	NA	NA
ASV9557	Bacteria	NA	NA	NA	NA	NA	NA
ASV9558	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV9559	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA
ASV9560	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV9561	Bacteria	NA	NA	NA	NA	NA	NA
ASV9562	Bacteria	NA	NA	NA	NA	NA	NA
ASV9563	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV9564	Bacteria	NA	NA	NA	NA	NA	NA
ASV9565	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV9566	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV9567	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV9568	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9569	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9570	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
ASV9571	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV9573	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	atlanticus
ASV9574	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	NA
ASV9575	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV9576	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9577	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9578	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
ASV9579	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9580	Bacteria	NA	NA	NA	NA	NA	NA
ASV9581	Archaea	NA	NA	NA	NA	NA	NA
ASV9582	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9584	Bacteria	NA	NA	NA	NA	NA	NA
ASV9585	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV9586	Bacteria	NA	NA	NA	NA	NA	NA
ASV9587	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis	NA
ASV9588	Bacteria	NA	NA	NA	NA	NA	NA
ASV9589	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA
ASV9590	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV9593	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA286-E23	NA	NA
ASV9594	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV9595	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV9596	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV9597	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV9598	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV9599	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV9600	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Garritya	NA
ASV9601	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9603	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA
ASV9604	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9605	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV9606	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV9607	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9608	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV9609	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9610	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
ASV9611	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV9618	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9619	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV9620	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV9621	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	NA	NA
ASV9622	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV9623	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV9624	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9625	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus_Bacilloplasma	NA
ASV9626	Bacteria	NA	NA	NA	NA	NA	NA
ASV9627	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9628	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV9629	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV9630	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NA	NA
ASV9631	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9632	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA
ASV9633	Bacteria	NA	NA	NA	NA	NA	NA
ASV9634	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV9635	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA
ASV9636	Bacteria	NA	NA	NA	NA	NA	NA
ASV9637	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV9638	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9639	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA
ASV9640	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9641	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV9642	Bacteria	NA	NA	NA	NA	NA	NA
ASV9643	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV9644	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV9645	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
ASV9646	Archaea	Altiarchaeota	Altiarchaeia	Altiarchaeales	Altiarchaeaceae	Candidatus_Altiarchaeum	NA
ASV9647	Bacteria	NA	NA	NA	NA	NA	NA
ASV9648	Bacteria	NA	NA	NA	NA	NA	NA
ASV9649	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV9650	Bacteria	NA	NA	NA	NA	NA	NA
ASV9651	Bacteria	NA	NA	NA	NA	NA	NA
ASV9652	Bacteria	NA	NA	NA	NA	NA	NA
ASV9653	Bacteria	NA	NA	NA	NA	NA	NA
ASV9654	Bacteria	NA	NA	NA	NA	NA	NA
ASV9655	Archaea	NA	NA	NA	NA	NA	NA
ASV9656	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9657	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV9658	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Catenovulum	NA
ASV9660	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV9661	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
ASV9662	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV9663	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA
ASV9665	Bacteria	NA	NA	NA	NA	NA	NA
ASV9666	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
ASV9667	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV9668	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9669	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA	NA
ASV9670	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV9671	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV9672	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV9673	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	XY-R5	NA
ASV9674	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV9675	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV9676	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9677	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV9678	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas	NA
ASV9679	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV9680	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV9681	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV9682	Bacteria	NA	NA	NA	NA	NA	NA
ASV9683	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9684	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermatophilaceae	Kineosphaera	NA
ASV9685	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	NA
ASV9686	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV9687	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9688	Archaea	NA	NA	NA	NA	NA	NA
ASV9689	Bacteria	NA	NA	NA	NA	NA	NA
ASV9690	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV9691	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9692	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV9693	Bacteria	NA	NA	NA	NA	NA	NA
ASV9695	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV9696	Bacteria	NA	NA	NA	NA	NA	NA
ASV9697	Bacteria	NA	NA	NA	NA	NA	NA
ASV9698	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA	NA
ASV9699	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV9700	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV9701	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV9702	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Euzebyella	NA
ASV9703	Bacteria	Acidobacteriota	Subgroup_21	NA	NA	NA	NA
ASV9704	Bacteria	NA	NA	NA	NA	NA	NA
ASV9705	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NA	NA
ASV9706	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus	NA
ASV9707	Bacteria	NA	NA	NA	NA	NA	NA
ASV9708	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9709	Bacteria	NA	NA	NA	NA	NA	NA
ASV9710	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	NA	NA	NA
ASV9711	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9713	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV9714	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9715	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV9716	Bacteria	NA	NA	NA	NA	NA	NA
ASV9717	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9718	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV9719	Bacteria	NA	NA	NA	NA	NA	NA
ASV9720	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9721	Bacteria	NA	NA	NA	NA	NA	NA
ASV9722	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9723	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9724	Bacteria	NA	NA	NA	NA	NA	NA
ASV9725	Archaea	NA	NA	NA	NA	NA	NA
ASV9726	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ASV9727	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9728	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV9729	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR15	NA
ASV9730	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	MD3-55	NA
ASV9732	Bacteria	NA	NA	NA	NA	NA	NA
ASV9733	Archaea	NA	NA	NA	NA	NA	NA
ASV9734	Archaea	NA	NA	NA	NA	NA	NA
ASV9735	Bacteria	NA	NA	NA	NA	NA	NA
ASV9736	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9737	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV9738	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
ASV9739	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algitalea	NA
ASV9740	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9741	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	NA
ASV9742	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA
ASV9743	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV9744	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV9745	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV9746	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
ASV9747	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9748	Bacteria	NA	NA	NA	NA	NA	NA
ASV9749	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	NA
ASV9750	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV9751	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9752	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA286-E23	NA	NA
ASV9753	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9754	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	aestuarii/meningitidis
ASV9755	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9756	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Candidatus_Endobugula	NA
ASV9757	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
ASV9758	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia_or	NA	NA	NA
ASV9759	Bacteria	NA	NA	NA	NA	NA	NA
ASV9760	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV9761	Bacteria	NA	NA	NA	NA	NA	NA
ASV9762	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
ASV9763	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV9764	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV9765	Bacteria	NA	NA	NA	NA	NA	NA
ASV9766	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV9767	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV9768	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9769	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV9770	Archaea	NA	NA	NA	NA	NA	NA
ASV9771	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium_IMS101	NA
ASV9773	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV9774	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV9775	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA
ASV9776	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV9777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV9778	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV9779	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV9780	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Candidatus_Fritschea	NA
ASV9781	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV9783	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	NA	NA
ASV9784	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV9785	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV9786	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV9787	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9788	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV9789	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA	NA
